timestamp,t,ph
2026-07-22T12:15:17.713,0.0,2.321
2026-07-22T12:15:19.351,1.637,2.141
2026-07-22T12:15:20.988,3.274,2.098
2026-07-22T12:15:22.625,4.911,2.073
2026-07-22T12:15:24.263,6.549,2.04
2026-07-22T12:15:25.900,8.186,2.043
2026-07-22T12:15:27.537,9.824,2.035
2026-07-22T12:15:29.174,11.46,2.013
2026-07-22T12:15:30.811,13.097,2.022
2026-07-22T12:15:32.448,14.734,1.998
2026-07-22T12:15:34.085,16.372,1.994
2026-07-22T12:15:35.723,18.009,1.986
2026-07-22T12:15:37.360,19.646,1.996
2026-07-22T12:15:38.996,21.283,1.983
2026-07-22T12:15:40.636,22.92,1.98
2026-07-22T12:15:42.273,24.559,1.983
2026-07-22T12:15:43.910,26.196,1.999
2026-07-22T12:15:45.548,27.833,1.968
2026-07-22T12:15:47.185,29.471,1.972
2026-07-22T12:15:48.823,31.108,1.98
2026-07-22T12:15:50.461,32.747,1.985
2026-07-22T12:15:52.098,34.384,1.969
2026-07-22T12:15:53.735,36.021,1.974
2026-07-22T12:15:55.373,37.659,1.961
2026-07-22T12:15:57.010,39.296,1.964
2026-07-22T12:15:58.647,40.933,1.97
2026-07-22T12:16:00.286,42.571,1.963
2026-07-22T12:16:01.923,44.209,1.968
2026-07-22T12:16:03.562,45.847,1.97
2026-07-22T12:16:05.199,47.485,1.957
2026-07-22T12:16:06.836,49.122,1.96
2026-07-22T12:16:08.473,50.759,1.965
2026-07-22T12:16:10.112,52.397,1.946
2026-07-22T12:16:11.749,54.036,1.96
2026-07-22T12:16:13.387,55.672,1.962
2026-07-22T12:16:15.024,57.31,1.948
2026-07-22T12:16:16.661,58.947,1.968
2026-07-22T12:16:18.299,60.585,1.959
2026-07-22T12:16:19.937,62.223,1.952
2026-07-22T12:16:21.575,63.86,1.961
2026-07-22T12:16:23.213,65.499,1.962
2026-07-22T12:16:24.851,67.136,1.955
2026-07-22T12:16:26.488,68.774,1.954
2026-07-22T12:16:28.125,70.411,1.965
2026-07-22T12:16:29.762,72.049,1.952
2026-07-22T12:16:31.400,73.686,1.955
2026-07-22T12:16:33.037,75.323,1.96
2026-07-22T12:16:34.674,76.96,1.95
2026-07-22T12:16:36.311,78.597,1.965
2026-07-22T12:16:37.949,80.235,1.957
2026-07-22T12:16:39.587,81.872,1.946
2026-07-22T12:16:41.224,83.51,1.956
2026-07-22T12:16:42.862,85.147,1.961
2026-07-22T12:16:44.499,86.785,1.949
2026-07-22T12:16:46.136,88.423,1.957
2026-07-22T12:16:47.773,90.059,1.954
2026-07-22T12:16:49.411,91.697,1.948
2026-07-22T12:16:51.049,93.335,1.95
2026-07-22T12:16:52.687,94.972,1.957
2026-07-22T12:16:54.325,96.61,1.955
2026-07-22T12:16:55.962,98.248,1.946
2026-07-22T12:16:57.600,99.885,1.955
2026-07-22T12:16:59.238,101.523,1.959
2026-07-22T12:17:00.875,103.161,1.949
2026-07-22T12:17:02.512,104.798,1.95
2026-07-22T12:17:04.150,106.436,1.963
2026-07-22T12:17:05.788,108.073,1.954
2026-07-22T12:17:07.426,109.711,1.946
2026-07-22T12:17:09.064,111.349,1.952
2026-07-22T12:17:10.701,112.987,1.964
2026-07-22T12:17:12.338,114.624,1.954
2026-07-22T12:17:13.975,116.261,1.948
2026-07-22T12:17:15.612,117.898,1.961
2026-07-22T12:17:17.250,119.535,1.959
2026-07-22T12:17:18.888,121.174,1.952
