timestamp,t,ph
2026-07-22T12:12:17.099,0.0,7.357
2026-07-22T12:12:18.736,1.783,7.132
2026-07-22T12:12:20.374,3.421,7.002
2026-07-22T12:12:22.011,5.059,6.904
2026-07-22T12:12:23.649,6.696,6.807
2026-07-22T12:12:25.287,8.334,6.717
2026-07-22T12:12:26.924,9.972,6.642
2026-07-22T12:12:28.561,11.609,6.586
2026-07-22T12:12:30.199,13.246,6.528
2026-07-22T12:12:31.836,14.883,6.469
2026-07-22T12:12:33.473,16.521,6.407
2026-07-22T12:12:35.110,18.157,6.36
2026-07-22T12:12:36.747,19.795,6.318
2026-07-22T12:12:38.384,21.431,6.262
2026-07-22T12:12:40.020,23.068,6.219
2026-07-22T12:12:41.658,24.705,6.194
2026-07-22T12:12:43.295,26.342,6.143
2026-07-22T12:12:44.932,27.98,6.092
2026-07-22T12:12:46.570,29.617,6.055
2026-07-22T12:12:48.207,31.255,6.024
2026-07-22T12:12:49.844,32.892,6.0
2026-07-22T12:12:51.482,34.529,5.95
2026-07-22T12:12:53.119,36.166,5.916
2026-07-22T12:12:54.756,37.804,5.891
2026-07-22T12:12:56.394,39.441,5.869
2026-07-22T12:12:58.031,41.078,5.832
2026-07-22T12:12:59.669,42.716,5.794
2026-07-22T12:13:01.307,44.353,5.766
2026-07-22T12:13:02.944,45.992,5.742
2026-07-22T12:13:04.582,47.629,5.723
2026-07-22T12:13:06.218,49.266,5.686
2026-07-22T12:13:07.855,50.902,5.665
2026-07-22T12:13:09.493,52.54,5.643
2026-07-22T12:13:11.130,54.177,5.61
2026-07-22T12:13:12.768,55.815,5.581
2026-07-22T12:13:14.405,57.452,5.565
2026-07-22T12:13:16.042,59.09,5.547
2026-07-22T12:13:17.680,60.727,5.515
2026-07-22T12:13:19.318,62.365,5.489
2026-07-22T12:13:20.955,64.002,5.471
2026-07-22T12:13:22.593,65.64,5.457
2026-07-22T12:13:24.231,67.278,5.439
2026-07-22T12:13:25.867,68.915,5.412
2026-07-22T12:13:27.505,70.552,5.389
2026-07-22T12:13:29.142,72.189,5.376
2026-07-22T12:13:30.779,73.826,5.355
2026-07-22T12:13:32.417,75.464,5.332
2026-07-22T12:13:34.055,77.101,5.31
2026-07-22T12:13:35.693,78.74,5.288
2026-07-22T12:13:37.330,80.377,5.281
2026-07-22T12:13:38.967,82.014,5.269
2026-07-22T12:13:40.604,83.651,5.239
2026-07-22T12:13:42.242,85.289,5.223
2026-07-22T12:13:43.879,86.927,5.217
2026-07-22T12:13:45.516,88.564,5.208
2026-07-22T12:13:47.154,90.201,5.179
2026-07-22T12:13:48.791,91.838,5.162
2026-07-22T12:13:50.428,93.476,5.163
2026-07-22T12:13:52.066,95.113,5.147
2026-07-22T12:13:53.705,96.751,5.132
2026-07-22T12:13:55.343,98.39,5.122
2026-07-22T12:13:56.980,100.027,5.101
2026-07-22T12:13:58.617,101.665,5.082
2026-07-22T12:14:00.255,103.302,5.077
2026-07-22T12:14:01.891,104.939,5.074
2026-07-22T12:14:03.529,106.576,5.054
2026-07-22T12:14:05.167,108.214,5.034
2026-07-22T12:14:06.804,109.851,5.026
2026-07-22T12:14:08.440,111.488,5.029
2026-07-22T12:14:10.077,113.125,5.013
2026-07-22T12:14:11.715,114.762,4.996
2026-07-22T12:14:13.352,116.399,4.994
2026-07-22T12:14:14.989,118.036,4.991
2026-07-22T12:14:16.626,119.673,4.967
2026-07-22T12:14:18.264,121.311,4.963
