timestamp,t,ph
2026-07-22T11:57:14.015,0.0,3.241
2026-07-22T11:57:15.651,1.637,3.11
2026-07-22T11:57:17.288,3.273,3.086
2026-07-22T11:57:18.925,4.91,3.049
2026-07-22T11:57:20.562,6.548,3.025
2026-07-22T11:57:22.199,8.184,3.031
2026-07-22T11:57:23.836,9.821,3.018
2026-07-22T11:57:25.473,11.458,3.002
2026-07-22T11:57:27.109,13.095,3.008
2026-07-22T11:57:28.747,14.731,2.988
2026-07-22T11:57:30.385,16.369,2.987
2026-07-22T11:57:32.023,18.007,2.991
2026-07-22T11:57:33.661,19.646,2.98
2026-07-22T11:57:35.298,21.283,2.995
2026-07-22T11:57:36.936,22.921,2.993
2026-07-22T11:57:38.574,24.558,2.979
2026-07-22T11:57:40.212,26.196,2.98
2026-07-22T11:57:41.849,27.834,2.972
2026-07-22T11:57:43.486,29.471,2.98
2026-07-22T11:57:45.123,31.108,2.977
2026-07-22T11:57:46.760,32.745,2.967
2026-07-22T11:57:48.397,34.382,2.971
2026-07-22T11:57:50.035,36.02,2.977
2026-07-22T11:57:51.672,37.657,2.978
2026-07-22T11:57:53.310,39.294,2.964
2026-07-22T11:57:54.947,40.932,2.962
2026-07-22T11:57:56.584,42.569,2.964
2026-07-22T11:57:58.220,44.206,2.97
2026-07-22T11:57:59.857,45.842,2.956
2026-07-22T11:58:01.494,47.479,2.969
2026-07-22T11:58:03.132,49.116,2.977
2026-07-22T11:58:04.769,50.754,2.965
2026-07-22T11:58:06.406,52.39,2.953
2026-07-22T11:58:08.042,54.028,2.965
2026-07-22T11:58:09.679,55.664,2.967
2026-07-22T11:58:11.316,57.302,2.955
2026-07-22T11:58:12.954,58.938,2.955
2026-07-22T11:58:14.592,60.576,2.964
2026-07-22T11:58:16.230,62.214,2.968
2026-07-22T11:58:17.867,63.852,2.966
2026-07-22T11:58:19.504,65.489,2.95
2026-07-22T11:58:21.141,67.126,2.955
2026-07-22T11:58:22.779,68.763,2.958
2026-07-22T11:58:24.417,70.402,2.955
2026-07-22T11:58:26.054,72.038,2.963
2026-07-22T11:58:27.691,73.676,2.964
2026-07-22T11:58:29.328,75.313,2.949
2026-07-22T11:58:30.965,76.951,2.952
2026-07-22T11:58:32.603,78.587,2.965
2026-07-22T11:58:34.241,80.225,2.969
2026-07-22T11:58:35.878,81.863,2.957
2026-07-22T11:58:37.515,83.5,2.945
2026-07-22T11:58:39.152,85.137,2.959
2026-07-22T11:58:40.790,86.774,2.967
2026-07-22T11:58:42.427,88.413,2.964
2026-07-22T11:58:44.064,90.049,2.945
2026-07-22T11:58:45.701,91.687,2.95
2026-07-22T11:58:47.339,93.324,2.964
2026-07-22T11:58:48.976,94.961,2.964
2026-07-22T11:58:50.613,96.598,2.952
2026-07-22T11:58:52.250,98.235,2.958
2026-07-22T11:58:53.889,99.872,2.963
2026-07-22T11:58:55.526,101.511,2.958
2026-07-22T11:58:57.163,103.148,2.962
2026-07-22T11:58:58.799,104.785,2.958
2026-07-22T11:59:00.436,106.421,2.963
2026-07-22T11:59:02.072,108.057,2.964
2026-07-22T11:59:03.710,109.694,2.951
2026-07-22T11:59:05.347,111.332,2.955
2026-07-22T11:59:06.984,112.969,2.96
2026-07-22T11:59:08.621,114.606,2.97
2026-07-22T11:59:10.259,116.243,2.963
2026-07-22T11:59:11.896,117.881,2.963
2026-07-22T11:59:13.533,119.518,2.96
2026-07-22T11:59:15.170,121.155,2.969
