timestamp,t,ph
2026-07-22T12:21:17.257,0.0,4.984
2026-07-22T12:21:18.895,1.653,5.285
2026-07-22T12:21:20.533,3.291,5.459
2026-07-22T12:21:22.171,4.929,5.553
2026-07-22T12:21:23.809,6.566,5.634
2026-07-22T12:21:25.446,8.204,5.704
2026-07-22T12:21:27.084,9.842,5.738
2026-07-22T12:21:28.721,11.479,5.797
2026-07-22T12:21:30.358,13.116,5.828
2026-07-22T12:21:31.995,14.753,5.879
2026-07-22T12:21:33.632,16.391,5.888
2026-07-22T12:21:35.270,18.027,5.935
2026-07-22T12:21:36.908,19.666,5.945
2026-07-22T12:21:38.546,21.304,5.972
2026-07-22T12:21:40.183,22.941,6.006
2026-07-22T12:21:41.820,24.578,6.016
2026-07-22T12:21:43.457,26.215,6.037
2026-07-22T12:21:45.094,27.852,6.05
2026-07-22T12:21:46.731,29.489,6.061
2026-07-22T12:21:48.368,31.126,6.085
2026-07-22T12:21:50.005,32.763,6.089
2026-07-22T12:21:51.642,34.4,6.116
2026-07-22T12:21:53.280,36.038,6.114
2026-07-22T12:21:54.918,37.675,6.118
2026-07-22T12:21:56.555,39.313,6.128
2026-07-22T12:21:58.193,40.95,6.135
2026-07-22T12:21:59.831,42.588,6.155
2026-07-22T12:22:01.468,44.226,6.145
2026-07-22T12:22:03.105,45.864,6.156
2026-07-22T12:22:04.743,47.5,6.145
2026-07-22T12:22:06.380,49.138,6.172
2026-07-22T12:22:08.017,50.775,6.161
2026-07-22T12:22:09.655,52.413,6.178
2026-07-22T12:22:11.293,54.05,6.175
2026-07-22T12:22:12.930,55.688,6.174
2026-07-22T12:22:14.568,57.325,6.186
2026-07-22T12:22:16.204,58.963,6.181
2026-07-22T12:22:17.842,60.6,6.202
2026-07-22T12:22:19.480,62.237,6.193
2026-07-22T12:22:21.118,63.876,6.203
2026-07-22T12:22:22.756,65.513,6.2
2026-07-22T12:22:24.393,67.151,6.206
2026-07-22T12:22:26.030,68.788,6.217
2026-07-22T12:22:27.667,70.425,6.222
2026-07-22T12:22:29.305,72.063,6.223
2026-07-22T12:22:30.943,73.701,6.212
2026-07-22T12:22:32.581,75.339,6.233
2026-07-22T12:22:34.219,76.976,6.228
2026-07-22T12:22:35.856,78.614,6.231
2026-07-22T12:22:37.494,80.251,6.241
2026-07-22T12:22:39.130,81.889,6.227
2026-07-22T12:22:40.768,83.526,6.245
2026-07-22T12:22:42.405,85.163,6.239
2026-07-22T12:22:44.043,86.801,6.256
2026-07-22T12:22:45.681,88.438,6.243
2026-07-22T12:22:47.318,90.076,6.251
2026-07-22T12:22:48.955,91.714,6.252
2026-07-22T12:22:50.593,93.351,6.257
2026-07-22T12:22:52.231,94.988,6.27
2026-07-22T12:22:53.868,96.626,6.256
2026-07-22T12:22:55.505,98.263,6.278
2026-07-22T12:22:57.142,99.9,6.261
2026-07-22T12:22:58.781,101.538,6.281
2026-07-22T12:23:00.419,103.176,6.282
2026-07-22T12:23:02.056,104.814,6.275
2026-07-22T12:23:03.693,106.451,6.283
2026-07-22T12:23:05.331,108.088,6.281
2026-07-22T12:23:06.968,109.726,6.288
2026-07-22T12:23:08.605,111.363,6.287
2026-07-22T12:23:10.242,113.001,6.298
2026-07-22T12:23:11.880,114.638,6.287
2026-07-22T12:23:13.518,116.276,6.307
2026-07-22T12:23:15.155,117.913,6.288
2026-07-22T12:23:16.791,119.55,6.311
2026-07-22T12:23:18.428,121.187,6.303
