timestamp,t,ph
2026-07-22T12:33:19.836,0.0,1.691
2026-07-22T12:33:21.473,1.636,1.469
2026-07-22T12:33:23.112,3.275,1.377
2026-07-22T12:33:24.748,4.912,1.314
2026-07-22T12:33:26.385,6.549,1.285
2026-07-22T12:33:28.023,8.186,1.239
2026-07-22T12:33:29.660,9.824,1.213
2026-07-22T12:33:31.297,11.461,1.204
2026-07-22T12:33:32.934,13.098,1.188
2026-07-22T12:33:34.571,14.735,1.166
2026-07-22T12:33:36.208,16.372,1.155
2026-07-22T12:33:37.845,18.008,1.142
2026-07-22T12:33:39.481,19.646,1.129
2026-07-22T12:33:41.119,21.282,1.132
2026-07-22T12:33:42.756,22.919,1.117
2026-07-22T12:33:44.394,24.557,1.1
2026-07-22T12:33:46.030,26.195,1.101
2026-07-22T12:33:47.668,27.831,1.111
2026-07-22T12:33:49.306,29.469,1.096
2026-07-22T12:33:50.944,31.107,1.086
2026-07-22T12:33:52.580,32.744,1.08
2026-07-22T12:33:54.217,34.381,1.088
2026-07-22T12:33:55.854,36.017,1.071
2026-07-22T12:33:57.492,37.655,1.064
2026-07-22T12:33:59.130,39.293,1.067
2026-07-22T12:34:00.767,40.93,1.074
2026-07-22T12:34:02.405,42.569,1.067
2026-07-22T12:34:04.042,44.205,1.051
2026-07-22T12:34:05.680,45.843,1.049
2026-07-22T12:34:07.318,47.481,1.056
2026-07-22T12:34:08.956,49.119,1.065
2026-07-22T12:34:10.593,50.756,1.046
2026-07-22T12:34:12.230,52.394,1.04
2026-07-22T12:34:13.868,54.031,1.05
2026-07-22T12:34:15.505,55.669,1.042
2026-07-22T12:34:17.143,57.306,1.031
2026-07-22T12:34:18.781,58.944,1.032
2026-07-22T12:34:20.418,60.582,1.052
2026-07-22T12:34:22.055,62.219,1.037
2026-07-22T12:34:23.692,63.856,1.031
2026-07-22T12:34:25.330,65.493,1.041
2026-07-22T12:34:26.966,67.131,1.036
2026-07-22T12:34:28.603,68.767,1.035
2026-07-22T12:34:30.240,70.404,1.036
2026-07-22T12:34:31.877,72.041,1.022
2026-07-22T12:34:33.515,73.678,1.024
2026-07-22T12:34:35.152,75.316,1.031
2026-07-22T12:34:36.790,76.953,1.032
2026-07-22T12:34:38.427,78.591,1.015
2026-07-22T12:34:40.064,80.228,1.014
2026-07-22T12:34:41.702,81.865,1.026
2026-07-22T12:34:43.339,83.503,1.017
2026-07-22T12:34:44.977,85.14,1.011
2026-07-22T12:34:46.614,86.777,1.031
2026-07-22T12:34:48.251,88.414,1.005
2026-07-22T12:34:49.888,90.052,1.024
2026-07-22T12:34:51.525,91.688,1.019
2026-07-22T12:34:53.161,93.325,1.0
2026-07-22T12:34:54.799,94.962,1.021
2026-07-22T12:34:56.437,96.6,1.024
2026-07-22T12:34:58.074,98.238,1.003
2026-07-22T12:34:59.712,99.875,1.019
2026-07-22T12:35:01.349,101.513,1.013
2026-07-22T12:35:02.986,103.149,1.009
2026-07-22T12:35:04.623,104.787,1.02
2026-07-22T12:35:06.261,106.424,1.011
2026-07-22T12:35:07.900,108.062,0.995
2026-07-22T12:35:09.537,109.7,1.016
2026-07-22T12:35:11.175,111.338,1.016
2026-07-22T12:35:12.812,112.975,1.004
2026-07-22T12:35:14.449,114.612,1.011
2026-07-22T12:35:16.087,116.25,1.0
2026-07-22T12:35:17.724,117.887,1.003
2026-07-22T12:35:19.361,119.525,1.011
2026-07-22T12:35:20.999,121.162,0.994
