timestamp,t,ph
2026-07-22T11:39:09.765,0.0,6.702
2026-07-22T11:39:11.402,1.682,6.512
2026-07-22T11:39:13.038,3.319,6.416
2026-07-22T11:39:14.676,4.955,6.334
2026-07-22T11:39:16.313,6.593,6.278
2026-07-22T11:39:17.950,8.23,6.211
2026-07-22T11:39:19.587,9.867,6.17
2026-07-22T11:39:21.225,11.504,6.108
2026-07-22T11:39:22.863,13.142,6.056
2026-07-22T11:39:24.501,14.78,6.028
2026-07-22T11:39:26.138,16.418,5.976
2026-07-22T11:39:27.775,18.055,5.94
2026-07-22T11:39:29.412,19.692,5.898
2026-07-22T11:39:31.049,21.329,5.857
2026-07-22T11:39:32.686,22.966,5.829
2026-07-22T11:39:34.324,24.603,5.784
2026-07-22T11:39:35.962,26.241,5.754
2026-07-22T11:39:37.599,27.879,5.722
2026-07-22T11:39:39.237,29.516,5.687
2026-07-22T11:39:40.874,31.155,5.668
2026-07-22T11:39:42.511,32.791,5.629
2026-07-22T11:39:44.148,34.428,5.612
2026-07-22T11:39:45.786,36.065,5.579
2026-07-22T11:39:47.422,37.703,5.551
2026-07-22T11:39:49.060,39.339,5.531
2026-07-22T11:39:50.697,40.977,5.502
2026-07-22T11:39:52.335,42.615,5.493
2026-07-22T11:39:53.973,44.253,5.458
2026-07-22T11:39:55.610,45.89,5.443
2026-07-22T11:39:57.247,47.527,5.417
2026-07-22T11:39:58.884,49.165,5.391
2026-07-22T11:40:00.522,50.801,5.379
2026-07-22T11:40:02.159,52.439,5.352
2026-07-22T11:40:03.797,54.077,5.339
2026-07-22T11:40:05.434,55.715,5.308
2026-07-22T11:40:07.072,57.351,5.302
2026-07-22T11:40:08.710,58.989,5.276
2026-07-22T11:40:10.348,60.627,5.255
2026-07-22T11:40:11.984,62.265,5.246
2026-07-22T11:40:13.622,63.901,5.221
2026-07-22T11:40:15.259,65.539,5.216
2026-07-22T11:40:16.895,67.176,5.191
2026-07-22T11:40:18.533,68.813,5.191
2026-07-22T11:40:20.170,70.451,5.158
2026-07-22T11:40:21.808,72.087,5.163
2026-07-22T11:40:23.445,73.725,5.134
2026-07-22T11:40:25.082,75.362,5.134
2026-07-22T11:40:26.720,77.0,5.113
2026-07-22T11:40:28.358,78.637,5.108
2026-07-22T11:40:29.995,80.275,5.099
2026-07-22T11:40:31.632,81.912,5.076
2026-07-22T11:40:33.270,83.55,5.077
2026-07-22T11:40:34.907,85.187,5.052
2026-07-22T11:40:36.544,86.824,5.062
2026-07-22T11:40:38.182,88.461,5.034
2026-07-22T11:40:39.820,90.099,5.04
2026-07-22T11:40:41.457,91.737,5.025
2026-07-22T11:40:43.095,93.374,5.018
2026-07-22T11:40:44.732,95.012,5.013
2026-07-22T11:40:46.370,96.65,4.991
2026-07-22T11:40:48.007,98.287,4.994
2026-07-22T11:40:49.645,99.924,4.976
2026-07-22T11:40:51.283,101.562,4.973
2026-07-22T11:40:52.920,103.2,4.977
2026-07-22T11:40:54.557,104.837,4.951
2026-07-22T11:40:56.194,106.474,4.957
2026-07-22T11:40:57.832,108.111,4.932
2026-07-22T11:40:59.469,109.749,4.94
2026-07-22T11:41:01.106,111.386,4.932
2026-07-22T11:41:02.743,113.023,4.934
2026-07-22T11:41:04.380,114.66,4.914
2026-07-22T11:41:06.017,116.297,4.909
2026-07-22T11:41:07.654,117.934,4.895
2026-07-22T11:41:09.291,119.571,4.899
2026-07-22T11:41:10.928,121.208,4.891
