timestamp,t,ph
2026-07-22T12:18:17.387,0.0,3.995
2026-07-22T12:18:19.024,1.951,4.134
2026-07-22T12:18:20.661,3.588,4.193
2026-07-22T12:18:22.299,5.226,4.237
2026-07-22T12:18:23.936,6.863,4.283
2026-07-22T12:18:25.573,8.5,4.306
2026-07-22T12:18:27.211,10.137,4.317
2026-07-22T12:18:28.848,11.775,4.332
2026-07-22T12:18:30.486,13.413,4.361
2026-07-22T12:18:32.123,15.05,4.384
2026-07-22T12:18:33.759,16.687,4.377
2026-07-22T12:18:35.398,18.323,4.392
2026-07-22T12:18:37.034,19.962,4.411
2026-07-22T12:18:38.671,21.598,4.426
2026-07-22T12:18:40.308,23.235,4.427
2026-07-22T12:18:41.946,24.872,4.447
2026-07-22T12:18:43.583,26.51,4.461
2026-07-22T12:18:45.220,28.147,4.46
2026-07-22T12:18:46.857,29.784,4.466
2026-07-22T12:18:48.494,31.421,4.487
2026-07-22T12:18:50.131,33.058,4.473
2026-07-22T12:18:51.770,34.695,4.483
2026-07-22T12:18:53.407,36.334,4.486
2026-07-22T12:18:55.045,37.971,4.492
2026-07-22T12:18:56.683,39.609,4.486
2026-07-22T12:18:58.320,41.248,4.482
2026-07-22T12:18:59.957,42.884,4.48
2026-07-22T12:19:01.595,44.521,4.478
2026-07-22T12:19:03.232,46.159,4.46
2026-07-22T12:19:04.870,47.797,4.454
2026-07-22T12:19:06.507,49.434,4.463
2026-07-22T12:19:08.145,51.071,4.441
2026-07-22T12:19:09.782,52.709,4.429
2026-07-22T12:19:11.419,54.346,4.438
2026-07-22T12:19:13.056,55.983,4.429
2026-07-22T12:19:14.694,57.621,4.409
2026-07-22T12:19:16.331,59.258,4.41
2026-07-22T12:19:17.968,60.896,4.4
2026-07-22T12:19:19.606,62.533,4.384
2026-07-22T12:19:21.243,64.17,4.386
2026-07-22T12:19:22.880,65.807,4.37
2026-07-22T12:19:24.519,67.445,4.357
2026-07-22T12:19:26.156,69.083,4.353
2026-07-22T12:19:27.794,70.721,4.36
2026-07-22T12:19:29.432,72.359,4.347
2026-07-22T12:19:31.070,73.997,4.337
2026-07-22T12:19:32.707,75.634,4.328
2026-07-22T12:19:34.345,77.272,4.334
2026-07-22T12:19:35.983,78.91,4.32
2026-07-22T12:19:37.621,80.548,4.308
2026-07-22T12:19:39.258,82.185,4.297
2026-07-22T12:19:40.896,83.822,4.31
2026-07-22T12:19:42.534,85.46,4.294
2026-07-22T12:19:44.171,87.098,4.275
2026-07-22T12:19:45.808,88.735,4.287
2026-07-22T12:19:47.445,90.372,4.28
2026-07-22T12:19:49.082,92.01,4.263
2026-07-22T12:19:50.720,93.646,4.273
2026-07-22T12:19:52.357,95.284,4.256
2026-07-22T12:19:53.995,96.921,4.248
2026-07-22T12:19:55.632,98.559,4.257
2026-07-22T12:19:57.271,100.196,4.252
2026-07-22T12:19:58.908,101.835,4.234
2026-07-22T12:20:00.545,103.472,4.234
2026-07-22T12:20:02.183,105.109,4.247
2026-07-22T12:20:03.820,106.747,4.223
2026-07-22T12:20:05.458,108.384,4.219
2026-07-22T12:20:07.095,110.023,4.23
2026-07-22T12:20:08.733,111.66,4.208
2026-07-22T12:20:10.371,113.297,4.214
2026-07-22T12:20:12.008,114.935,4.218
2026-07-22T12:20:13.646,116.572,4.196
2026-07-22T12:20:15.284,118.21,4.2
2026-07-22T12:20:16.921,119.848,4.209
2026-07-22T12:20:18.558,121.485,4.19
