timestamp,t,ph
2026-07-22T11:48:10.513,0.0,10.244
2026-07-22T11:48:12.151,1.638,10.08
2026-07-22T11:48:13.789,3.277,9.982
2026-07-22T11:48:15.426,4.914,9.908
2026-07-22T11:48:17.064,6.552,9.842
2026-07-22T11:48:18.701,8.189,9.807
2026-07-22T11:48:20.339,9.827,9.756
2026-07-22T11:48:21.976,11.464,9.723
2026-07-22T11:48:23.613,13.102,9.711
2026-07-22T11:48:25.251,14.739,9.666
2026-07-22T11:48:26.888,16.377,9.649
2026-07-22T11:48:28.526,18.014,9.631
2026-07-22T11:48:30.162,19.651,9.604
2026-07-22T11:48:31.800,21.288,9.609
2026-07-22T11:48:33.437,22.925,9.57
2026-07-22T11:48:35.074,24.563,9.564
2026-07-22T11:48:36.710,26.199,9.543
2026-07-22T11:48:38.347,27.836,9.532
2026-07-22T11:48:39.985,29.473,9.529
2026-07-22T11:48:41.623,31.111,9.503
2026-07-22T11:48:43.261,32.749,9.486
2026-07-22T11:48:44.898,34.387,9.496
2026-07-22T11:48:46.535,36.023,9.468
2026-07-22T11:48:48.172,37.66,9.478
2026-07-22T11:48:49.810,39.298,9.457
2026-07-22T11:48:51.448,40.935,9.433
2026-07-22T11:48:53.085,42.574,9.437
2026-07-22T11:48:54.722,44.211,9.429
2026-07-22T11:48:56.360,45.848,9.414
2026-07-22T11:48:57.997,47.485,9.413
2026-07-22T11:48:59.635,49.123,9.399
2026-07-22T11:49:01.273,50.76,9.383
2026-07-22T11:49:02.911,52.398,9.383
2026-07-22T11:49:04.548,54.036,9.385
2026-07-22T11:49:06.185,55.674,9.362
2026-07-22T11:49:07.822,57.311,9.36
2026-07-22T11:49:09.459,58.947,9.358
2026-07-22T11:49:11.097,60.585,9.339
2026-07-22T11:49:12.735,62.223,9.335
2026-07-22T11:49:14.372,63.86,9.342
2026-07-22T11:49:16.009,65.498,9.328
2026-07-22T11:49:17.646,67.134,9.32
2026-07-22T11:49:19.283,68.771,9.323
2026-07-22T11:49:20.921,70.409,9.308
2026-07-22T11:49:22.559,72.046,9.299
2026-07-22T11:49:24.196,73.685,9.298
2026-07-22T11:49:25.833,75.321,9.3
2026-07-22T11:49:27.470,76.958,9.276
2026-07-22T11:49:29.108,78.596,9.277
2026-07-22T11:49:30.747,80.234,9.284
2026-07-22T11:49:32.384,81.872,9.277
2026-07-22T11:49:34.021,83.509,9.257
2026-07-22T11:49:35.659,85.146,9.253
2026-07-22T11:49:37.296,86.784,9.262
2026-07-22T11:49:38.933,88.422,9.254
2026-07-22T11:49:40.570,90.059,9.235
2026-07-22T11:49:42.207,91.696,9.241
2026-07-22T11:49:43.844,93.332,9.244
2026-07-22T11:49:45.482,94.97,9.225
2026-07-22T11:49:47.120,96.607,9.215
2026-07-22T11:49:48.757,98.245,9.222
2026-07-22T11:49:50.394,99.882,9.231
2026-07-22T11:49:52.031,101.52,9.212
2026-07-22T11:49:53.669,103.157,9.197
2026-07-22T11:49:55.305,104.794,9.202
2026-07-22T11:49:56.942,106.431,9.205
2026-07-22T11:49:58.580,108.068,9.188
2026-07-22T11:50:00.217,109.705,9.185
2026-07-22T11:50:01.855,111.343,9.19
2026-07-22T11:50:03.491,112.98,9.187
2026-07-22T11:50:05.129,114.617,9.172
2026-07-22T11:50:06.766,116.254,9.176
2026-07-22T11:50:08.404,117.891,9.167
2026-07-22T11:50:10.041,119.53,9.161
2026-07-22T11:50:11.679,121.167,9.155
