timestamp,t,ph
2026-07-22T12:27:19.269,0.0,11.885
2026-07-22T12:27:20.907,2.119,11.798
2026-07-22T12:27:22.546,3.758,11.735
2026-07-22T12:27:24.184,5.397,11.664
2026-07-22T12:27:25.823,7.035,11.617
2026-07-22T12:27:27.462,8.673,11.6
2026-07-22T12:27:29.100,10.312,11.59
2026-07-22T12:27:30.739,11.951,11.594
2026-07-22T12:27:32.378,13.589,11.595
2026-07-22T12:27:34.016,15.228,11.603
2026-07-22T12:27:35.655,16.867,11.601
2026-07-22T12:27:37.294,18.506,11.596
2026-07-22T12:27:38.933,20.145,11.595
2026-07-22T12:27:40.572,21.784,11.586
2026-07-22T12:27:42.211,23.423,11.571
2026-07-22T12:27:43.851,25.062,11.559
2026-07-22T12:27:45.489,26.701,11.552
2026-07-22T12:27:47.128,28.34,11.533
2026-07-22T12:27:48.766,29.978,11.503
2026-07-22T12:27:50.405,31.616,11.481
2026-07-22T12:27:52.043,33.255,11.468
2026-07-22T12:27:53.682,34.893,11.462
2026-07-22T12:27:55.321,36.533,11.448
2026-07-22T12:27:56.961,38.172,11.433
2026-07-22T12:27:58.601,39.812,11.412
2026-07-22T12:28:00.241,41.452,11.4
2026-07-22T12:28:01.879,43.091,11.387
2026-07-22T12:28:03.518,44.73,11.362
2026-07-22T12:28:05.157,46.369,11.338
2026-07-22T12:28:06.796,48.008,11.328
2026-07-22T12:28:08.435,49.647,11.323
2026-07-22T12:28:10.074,51.286,11.318
2026-07-22T12:28:11.712,52.925,11.307
2026-07-22T12:28:13.351,54.563,11.283
2026-07-22T12:28:14.990,56.202,11.278
2026-07-22T12:28:16.629,57.841,11.27
2026-07-22T12:28:18.268,59.48,11.275
2026-07-22T12:28:19.907,61.119,11.267
2026-07-22T12:28:21.545,62.757,11.244
2026-07-22T12:28:23.183,64.396,11.23
2026-07-22T12:28:24.822,66.034,11.238
2026-07-22T12:28:26.460,67.672,11.223
2026-07-22T12:28:28.099,69.311,11.207
2026-07-22T12:28:29.738,70.95,11.202
2026-07-22T12:28:31.376,72.588,11.208
2026-07-22T12:28:33.014,74.227,11.19
2026-07-22T12:28:34.653,75.865,11.176
2026-07-22T12:28:36.291,77.504,11.173
2026-07-22T12:28:37.930,79.142,11.169
2026-07-22T12:28:39.569,80.781,11.153
2026-07-22T12:28:41.208,82.42,11.138
2026-07-22T12:28:42.846,84.059,11.136
2026-07-22T12:28:44.485,85.697,11.138
2026-07-22T12:28:46.124,87.336,11.127
2026-07-22T12:28:47.762,88.975,11.111
2026-07-22T12:28:49.401,90.613,11.101
2026-07-22T12:28:51.040,92.251,11.107
2026-07-22T12:28:52.679,93.891,11.103
2026-07-22T12:28:54.318,95.53,11.088
2026-07-22T12:28:55.956,97.169,11.07
2026-07-22T12:28:57.595,98.807,11.069
2026-07-22T12:28:59.234,100.446,11.072
2026-07-22T12:29:00.873,102.085,11.07
2026-07-22T12:29:02.512,103.724,11.044
2026-07-22T12:29:04.151,105.363,11.042
2026-07-22T12:29:05.790,107.002,11.034
2026-07-22T12:29:07.429,108.641,11.029
2026-07-22T12:29:09.068,110.28,11.027
2026-07-22T12:29:10.707,111.918,11.012
2026-07-22T12:29:12.345,113.557,11.004
2026-07-22T12:29:13.984,115.196,11.003
2026-07-22T12:29:15.623,116.835,11.008
2026-07-22T12:29:17.263,118.474,10.998
2026-07-22T12:29:18.903,120.114,10.982
