timestamp,t,ph
2026-07-22T11:42:09.645,0.0,5.929
2026-07-22T11:42:11.283,2.035,5.971
2026-07-22T11:42:12.921,3.673,6.014
2026-07-22T11:42:14.558,5.311,6.066
2026-07-22T11:42:16.195,6.947,6.093
2026-07-22T11:42:17.832,8.584,6.121
2026-07-22T11:42:19.470,10.222,6.155
2026-07-22T11:42:21.107,11.859,6.157
2026-07-22T11:42:22.745,13.496,6.186
2026-07-22T11:42:24.382,15.134,6.2
2026-07-22T11:42:26.019,16.772,6.205
2026-07-22T11:42:27.656,18.408,6.218
2026-07-22T11:42:29.293,20.045,6.237
2026-07-22T11:42:30.931,21.683,6.231
2026-07-22T11:42:32.568,23.32,6.236
2026-07-22T11:42:34.205,24.957,6.257
2026-07-22T11:42:35.842,26.595,6.259
2026-07-22T11:42:37.480,28.232,6.257
2026-07-22T11:42:39.116,29.869,6.274
2026-07-22T11:42:40.753,31.506,6.269
2026-07-22T11:42:42.390,33.142,6.281
2026-07-22T11:42:44.027,34.779,6.295
2026-07-22T11:42:45.663,36.416,6.285
2026-07-22T11:42:47.300,38.053,6.29
2026-07-22T11:42:48.937,39.69,6.303
2026-07-22T11:42:50.575,41.327,6.298
2026-07-22T11:42:52.212,42.964,6.304
2026-07-22T11:42:53.849,44.601,6.314
2026-07-22T11:42:55.486,46.239,6.311
2026-07-22T11:42:57.124,47.876,6.3
2026-07-22T11:42:58.760,49.513,6.315
2026-07-22T11:43:00.397,51.15,6.315
2026-07-22T11:43:02.034,52.787,6.3
2026-07-22T11:43:03.671,54.424,6.311
2026-07-22T11:43:05.309,56.061,6.311
2026-07-22T11:43:06.947,57.699,6.302
2026-07-22T11:43:08.584,59.336,6.289
2026-07-22T11:43:10.221,60.973,6.298
2026-07-22T11:43:11.858,62.61,6.297
2026-07-22T11:43:13.496,64.247,6.28
2026-07-22T11:43:15.133,65.885,6.28
2026-07-22T11:43:16.771,67.523,6.289
2026-07-22T11:43:18.408,69.16,6.276
2026-07-22T11:43:20.046,70.797,6.269
2026-07-22T11:43:21.683,72.435,6.271
2026-07-22T11:43:23.321,74.072,6.262
2026-07-22T11:43:24.959,75.711,6.254
2026-07-22T11:43:26.596,77.348,6.256
2026-07-22T11:43:28.233,78.985,6.254
2026-07-22T11:43:29.872,80.624,6.242
2026-07-22T11:43:31.510,82.261,6.236
2026-07-22T11:43:33.147,83.899,6.251
2026-07-22T11:43:34.784,85.536,6.234
2026-07-22T11:43:36.421,87.173,6.228
2026-07-22T11:43:38.058,88.81,6.226
2026-07-22T11:43:39.695,90.447,6.227
2026-07-22T11:43:41.333,92.084,6.229
2026-07-22T11:43:42.971,93.722,6.211
2026-07-22T11:43:44.609,95.36,6.202
2026-07-22T11:43:46.246,96.998,6.217
2026-07-22T11:43:47.883,98.635,6.202
2026-07-22T11:43:49.520,100.272,6.207
2026-07-22T11:43:51.157,101.909,6.197
2026-07-22T11:43:52.795,103.547,6.189
2026-07-22T11:43:54.432,105.184,6.198
2026-07-22T11:43:56.069,106.821,6.192
2026-07-22T11:43:57.706,108.459,6.181
2026-07-22T11:43:59.344,110.096,6.189
2026-07-22T11:44:00.982,111.734,6.174
2026-07-22T11:44:02.619,113.371,6.172
2026-07-22T11:44:04.256,115.008,6.179
2026-07-22T11:44:05.894,116.645,6.165
2026-07-22T11:44:07.531,118.283,6.168
2026-07-22T11:44:09.168,119.921,6.169
2026-07-22T11:44:10.805,121.557,6.16
