timestamp,t,ph
2026-07-22T12:03:13.580,0.0,5.224
2026-07-22T12:03:15.217,1.636,5.488
2026-07-22T12:03:16.854,3.274,5.674
2026-07-22T12:03:18.491,4.911,5.828
2026-07-22T12:03:20.128,6.548,5.911
2026-07-22T12:03:21.766,8.185,6.003
2026-07-22T12:03:23.404,9.823,6.076
2026-07-22T12:03:25.040,11.46,6.124
2026-07-22T12:03:26.678,13.097,6.194
2026-07-22T12:03:28.314,14.734,6.229
2026-07-22T12:03:29.951,16.371,6.264
2026-07-22T12:03:31.588,18.008,6.313
2026-07-22T12:03:33.225,19.645,6.333
2026-07-22T12:03:34.862,21.282,6.374
2026-07-22T12:03:36.498,22.919,6.395
2026-07-22T12:03:38.136,24.555,6.422
2026-07-22T12:03:39.773,26.193,6.455
2026-07-22T12:03:41.410,27.83,6.463
2026-07-22T12:03:43.047,29.467,6.49
2026-07-22T12:03:44.684,31.103,6.515
2026-07-22T12:03:46.321,32.741,6.52
2026-07-22T12:03:47.959,34.378,6.545
2026-07-22T12:03:49.596,36.016,6.572
2026-07-22T12:03:51.233,37.652,6.567
2026-07-22T12:03:52.870,39.289,6.584
2026-07-22T12:03:54.507,40.927,6.61
2026-07-22T12:03:56.144,42.564,6.616
2026-07-22T12:03:57.781,44.201,6.624
2026-07-22T12:03:59.418,45.838,6.642
2026-07-22T12:04:01.055,47.475,6.64
2026-07-22T12:04:02.692,49.112,6.657
2026-07-22T12:04:04.329,50.749,6.673
2026-07-22T12:04:05.966,52.385,6.664
2026-07-22T12:04:07.603,54.023,6.678
2026-07-22T12:04:09.240,55.66,6.693
2026-07-22T12:04:10.878,57.297,6.691
2026-07-22T12:04:12.516,58.935,6.707
2026-07-22T12:04:14.153,60.573,6.72
2026-07-22T12:04:15.790,62.209,6.715
2026-07-22T12:04:17.427,63.847,6.725
2026-07-22T12:04:19.064,65.484,6.746
2026-07-22T12:04:20.701,67.121,6.742
2026-07-22T12:04:22.339,68.758,6.753
2026-07-22T12:04:23.977,70.396,6.766
2026-07-22T12:04:25.614,72.035,6.778
2026-07-22T12:04:27.251,73.671,6.765
2026-07-22T12:04:28.888,75.308,6.79
2026-07-22T12:04:30.526,76.945,6.783
2026-07-22T12:04:32.163,78.583,6.793
2026-07-22T12:04:33.800,80.22,6.812
2026-07-22T12:04:35.437,81.856,6.803
2026-07-22T12:04:37.074,83.494,6.814
2026-07-22T12:04:38.711,85.131,6.815
2026-07-22T12:04:40.349,86.768,6.817
2026-07-22T12:04:41.988,88.407,6.827
2026-07-22T12:04:43.625,90.045,6.847
2026-07-22T12:04:45.263,91.682,6.844
2026-07-22T12:04:46.900,93.319,6.846
2026-07-22T12:04:48.537,94.957,6.868
2026-07-22T12:04:50.176,96.595,6.869
2026-07-22T12:04:51.813,98.233,6.861
2026-07-22T12:04:53.450,99.87,6.877
2026-07-22T12:04:55.087,101.507,6.887
2026-07-22T12:04:56.725,103.144,6.881
2026-07-22T12:04:58.362,104.782,6.89
2026-07-22T12:05:00.000,106.419,6.902
2026-07-22T12:05:01.637,108.057,6.897
2026-07-22T12:05:03.274,109.695,6.911
2026-07-22T12:05:04.912,111.331,6.921
2026-07-22T12:05:06.551,112.969,6.915
2026-07-22T12:05:08.189,114.608,6.921
2026-07-22T12:05:09.827,116.246,6.935
2026-07-22T12:05:11.464,117.884,6.949
2026-07-22T12:05:13.102,119.522,6.948
2026-07-22T12:05:14.739,121.158,6.947
